"GOTermMatch","Term","Ontology","GOId","TermFromMSigDB"
"antigenprocessingandpresentationofendogenousantigen","antigen processing and presentation of endogenous antigen","BP","GO:0019883","GO_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_ENDOGENOUS_ANTIGEN"
"antigenprocessingandpresentationofendogenouspeptideantigen","antigen processing and presentation of endogenous peptide antigen","BP","GO:0002483","GO_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_ENDOGENOUS_PEPTIDE_ANTIGEN"
"antigenprocessingandpresentationofexogenouspeptideantigenviamhcclassi","antigen processing and presentation of exogenous peptide antigen via MHC class I","BP","GO:0042590","GO_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_EXOGENOUS_PEPTIDE_ANTIGEN_VIA_MHC_CLASS_I"
"antigenprocessingandpresentationofpeptideantigen","antigen processing and presentation of peptide antigen","BP","GO:0048002","GO_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_PEPTIDE_ANTIGEN"
"antigenprocessingandpresentationofpeptideantigenviamhcclassi","antigen processing and presentation of peptide antigen via MHC class I","BP","GO:0002474","GO_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_PEPTIDE_ANTIGEN_VIA_MHC_CLASS_I"
"antigenprocessingandpresentationofpeptideantigenviamhcclassii","antigen processing and presentation of peptide antigen via MHC class II","BP","GO:0002495","GO_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_PEPTIDE_ANTIGEN_VIA_MHC_CLASS_II"
"antigenprocessingandpresentationofpeptideorpolysaccharideantigenviamhcclassii","antigen processing and presentation of peptide or polysaccharide antigen via MHC class II","BP","GO:0002504","GO_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_PEPTIDE_OR_POLYSACCHARIDE_ANTIGEN_VIA_MHC_CLASS_II"
"antigenprocessingandpresentationviamhcclassib","antigen processing and presentation via MHC class Ib","BP","GO:0002475","GO_ANTIGEN_PROCESSING_AND_PRESENTATION_VIA_MHC_CLASS_IB"
"antigenreceptormediatedsignalingpathway","antigen receptor-mediated signaling pathway","BP","GO:0050851","GO_ANTIGEN_RECEPTOR_MEDIATED_SIGNALING_PATHWAY"
"antimicrobialhumoralresponse","antimicrobial humoral response","BP","GO:0019730","GO_ANTIMICROBIAL_HUMORAL_RESPONSE"
"antioxidantactivity","antioxidant activity","MF","GO:0016209","GO_ANTIOXIDANT_ACTIVITY"
"antiporteractivity","antiporter activity","MF","GO:0015297","GO_ANTIPORTER_ACTIVITY"
"aortadevelopment","aorta development","BP","GO:0035904","GO_AORTA_DEVELOPMENT"
"aortamorphogenesis","aorta morphogenesis","BP","GO:0035909","GO_AORTA_MORPHOGENESIS"
"apicaldendrite","apical dendrite","CC","GO:0097440","GO_APICAL_DENDRITE"
"apicaljunctionassembly","apical junction assembly","BP","GO:0043297","GO_APICAL_JUNCTION_ASSEMBLY"
"apicaljunctioncomplex","apical junction complex","CC","GO:0043296","GO_APICAL_JUNCTION_COMPLEX"
"apicalpartofcell","apical part of cell","CC","GO:0045177","GO_APICAL_PART_OF_CELL"
"apicalplasmamembrane","apical plasma membrane","CC","GO:0016324","GO_APICAL_PLASMA_MEMBRANE"
"apicalproteinlocalization","apical protein localization","BP","GO:0045176","GO_APICAL_PROTEIN_LOCALIZATION"
"apicolateralplasmamembrane","apicolateral plasma membrane","CC","GO:0016327","GO_APICOLATERAL_PLASMA_MEMBRANE"
"apolipoproteinbinding","apolipoprotein binding","MF","GO:0034185","GO_APOLIPOPROTEIN_BINDING"
"apoptoticcellclearance","apoptotic cell clearance","BP","GO:0043277","GO_APOPTOTIC_CELL_CLEARANCE"
"apoptoticdnafragmentation","apoptotic DNA fragmentation","BP","GO:0006309","GO_APOPTOTIC_DNA_FRAGMENTATION"
"apoptoticmitochondrialchanges","apoptotic mitochondrial changes","BP","GO:0008637","GO_APOPTOTIC_MITOCHONDRIAL_CHANGES"
"apoptoticnuclearchanges","apoptotic nuclear changes","BP","GO:0030262","GO_APOPTOTIC_NUCLEAR_CHANGES"
"apoptoticprocessinvolvedindevelopment","apoptotic process involved in development","BP","GO:1902742","GO_APOPTOTIC_PROCESS_INVOLVED_IN_DEVELOPMENT"
"apoptoticprocessinvolvedinmorphogenesis","apoptotic process involved in morphogenesis","BP","GO:0060561","GO_APOPTOTIC_PROCESS_INVOLVED_IN_MORPHOGENESIS"
"apoptoticsignalingpathway","apoptotic signaling pathway","BP","GO:0097190","GO_APOPTOTIC_SIGNALING_PATHWAY"
"appendagedevelopment","appendage development","BP","GO:0048736","GO_APPENDAGE_DEVELOPMENT"
"aptypemembranecoatadaptorcomplex","AP-type membrane coat adaptor complex","CC","GO:0030119","GO_AP_TYPE_MEMBRANE_COAT_ADAPTOR_COMPLEX"
"arachidonatetransport","arachidonate transport","BP","GO:1903963","GO_ARACHIDONATE_TRANSPORT"
"arachidonicacidmetabolicprocess","arachidonic acid metabolic process","BP","GO:0019369","GO_ARACHIDONIC_ACID_METABOLIC_PROCESS"
"arachidonicacidmonooxygenaseactivity","arachidonic acid monooxygenase activity","MF","GO:0008391","GO_ARACHIDONIC_ACID_MONOOXYGENASE_ACTIVITY"
"arachidonicacidsecretion","arachidonic acid secretion","BP","GO:0050482","GO_ARACHIDONIC_ACID_SECRETION"
"arfguanylnucleotideexchangefactoractivity","ARF guanyl-nucleotide exchange factor activity","MF","GO:0005086","GO_ARF_GUANYL_NUCLEOTIDE_EXCHANGE_FACTOR_ACTIVITY"
"argininemetabolicprocess","arginine metabolic process","BP","GO:0006525","GO_ARGININE_METABOLIC_PROCESS"
"armadillorepeatdomainbinding","armadillo repeat domain binding","MF","GO:0070016","GO_ARMADILLO_REPEAT_DOMAIN_BINDING"
"aromaticaminoacidfamilycatabolicprocess","aromatic amino acid family catabolic process","BP","GO:0009074","GO_AROMATIC_AMINO_ACID_FAMILY_CATABOLIC_PROCESS"
"aromaticaminoacidfamilymetabolicprocess","aromatic amino acid family metabolic process","BP","GO:0009072","GO_AROMATIC_AMINO_ACID_FAMILY_METABOLIC_PROCESS"
"arp23complexmediatedactinnucleation","Arp2/3 complex-mediated actin nucleation","BP","GO:0034314","GO_ARP2_3_COMPLEX_MEDIATED_ACTIN_NUCLEATION"
"arp23proteincomplex","Arp2/3 protein complex","CC","GO:0005885","GO_ARP2_3_PROTEIN_COMPLEX"
"arterydevelopment","artery development","BP","GO:0060840","GO_ARTERY_DEVELOPMENT"
"arterymorphogenesis","artery morphogenesis","BP","GO:0048844","GO_ARTERY_MORPHOGENESIS"
"arylsulfataseactivity","arylsulfatase activity","MF","GO:0004065","GO_ARYLSULFATASE_ACTIVITY"
"arylsulfotransferaseactivity","aryl sulfotransferase activity","MF","GO:0004062","GO_ARYL_SULFOTRANSFERASE_ACTIVITY"
"aspartatefamilyaminoacidbiosyntheticprocess","aspartate family amino acid biosynthetic process","BP","GO:0009067","GO_ASPARTATE_FAMILY_AMINO_ACID_BIOSYNTHETIC_PROCESS"
"aspartatefamilyaminoacidcatabolicprocess","aspartate family amino acid catabolic process","BP","GO:0009068","GO_ASPARTATE_FAMILY_AMINO_ACID_CATABOLIC_PROCESS"
"aspartatefamilyaminoacidmetabolicprocess","aspartate family amino acid metabolic process","BP","GO:0009066","GO_ASPARTATE_FAMILY_AMINO_ACID_METABOLIC_PROCESS"
"aspartatemetabolicprocess","aspartate metabolic process","BP","GO:0006531","GO_ASPARTATE_METABOLIC_PROCESS"
"aspartictypepeptidaseactivity","aspartic-type peptidase activity","MF","GO:0070001","GO_ASPARTIC_TYPE_PEPTIDASE_ACTIVITY"
"associativelearning","associative learning","BP","GO:0008306","GO_ASSOCIATIVE_LEARNING"
"astrocytedevelopment","astrocyte development","BP","GO:0014002","GO_ASTROCYTE_DEVELOPMENT"
"astrocytedifferentiation","astrocyte differentiation","BP","GO:0048708","GO_ASTROCYTE_DIFFERENTIATION"
"asymmetriccelldivision","asymmetric cell division","BP","GO:0008356","GO_ASYMMETRIC_CELL_DIVISION"
"asymmetricproteinlocalization","asymmetric protein localization","BP","GO:0008105","GO_ASYMMETRIC_PROTEIN_LOCALIZATION"
"atpaseactivatoractivity","ATPase activator activity","MF","GO:0001671","GO_ATPASE_ACTIVATOR_ACTIVITY"
"atpaseactivity","ATPase activity","MF","GO:0016887","GO_ATPASE_ACTIVITY"
"atpaseactivitycoupled","ATPase activity, coupled","MF","GO:0042623","GO_ATPASE_ACTIVITY_COUPLED"
"atpaseactivitycoupledtomovementofsubstances","ATPase activity, coupled to movement of substances","MF","GO:0043492","GO_ATPASE_ACTIVITY_COUPLED_TO_MOVEMENT_OF_SUBSTANCES"
"atpaseactivitycoupledtotransmembranemovementofionsphosphorylativemechanism","ATPase activity, coupled to transmembrane movement of ions, phosphorylative mechanism","MF","GO:0015662","GO_ATPASE_ACTIVITY_COUPLED_TO_TRANSMEMBRANE_MOVEMENT_OF_IONS_PHOSPHORYLATIVE_MECHANISM"
"atpasebinding","ATPase binding","MF","GO:0051117","GO_ATPASE_BINDING"
"atpasecomplex","ATPase complex","CC","GO:1904949","GO_ATPASE_COMPLEX"
"atpasecouplediontransmembranetransporteractivity","ATPase coupled ion transmembrane transporter activity","MF","GO:0042625","GO_ATPASE_COUPLED_ION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY"
"atpaseregulatoractivity","ATPase regulator activity","MF","GO:0060590","GO_ATPASE_REGULATOR_ACTIVITY"
"atpbiosyntheticprocess","ATP biosynthetic process","BP","GO:0006754","GO_ATP_BIOSYNTHETIC_PROCESS"
"atpdependentchromatinremodeling","ATP-dependent chromatin remodeling","BP","GO:0043044","GO_ATP_DEPENDENT_CHROMATIN_REMODELING"
"atpdependentdnahelicaseactivity","ATP-dependent DNA helicase activity","MF","GO:0004003","GO_ATP_DEPENDENT_DNA_HELICASE_ACTIVITY"
"atpdependentmicrotubulemotoractivity","ATP-dependent microtubule motor activity","MF","GO:1990939","GO_ATP_DEPENDENT_MICROTUBULE_MOTOR_ACTIVITY"
"atpgenerationfromadp","ATP generation from ADP","BP","GO:0006757","GO_ATP_GENERATION_FROM_ADP"
"atphydrolysiscoupledtransmembranetransport","ATP hydrolysis coupled transmembrane transport","BP","GO:0090662","GO_ATP_HYDROLYSIS_COUPLED_TRANSMEMBRANE_TRANSPORT"
"atpsynthesiscoupledprotontransport","ATP synthesis coupled proton transport","BP","GO:0015986","GO_ATP_SYNTHESIS_COUPLED_PROTON_TRANSPORT"
"atrialseptumdevelopment","atrial septum development","BP","GO:0003283","GO_ATRIAL_SEPTUM_DEVELOPMENT"
"atrialseptummorphogenesis","atrial septum morphogenesis","BP","GO:0060413","GO_ATRIAL_SEPTUM_MORPHOGENESIS"
"atrioventricularvalvedevelopment","atrioventricular valve development","BP","GO:0003171","GO_ATRIOVENTRICULAR_VALVE_DEVELOPMENT"
"atrioventricularvalvemorphogenesis","atrioventricular valve morphogenesis","BP","GO:0003181","GO_ATRIOVENTRICULAR_VALVE_MORPHOGENESIS"
"attachmentofspindlemicrotubulestokinetochore","attachment of spindle microtubules to kinetochore","BP","GO:0008608","GO_ATTACHMENT_OF_SPINDLE_MICROTUBULES_TO_KINETOCHORE"
"auditoryreceptorcelldevelopment","auditory receptor cell development","BP","GO:0060117","GO_AUDITORY_RECEPTOR_CELL_DEVELOPMENT"
"auditoryreceptorcelldifferentiation","auditory receptor cell differentiation","BP","GO:0042491","GO_AUDITORY_RECEPTOR_CELL_DIFFERENTIATION"
"auditoryreceptorcellmorphogenesis","auditory receptor cell morphogenesis","BP","GO:0002093","GO_AUDITORY_RECEPTOR_CELL_MORPHOGENESIS"
"aurichelementbinding","AU-rich element binding","MF","GO:0017091","GO_AU_RICH_ELEMENT_BINDING"
"autonomicnervoussystemdevelopment","autonomic nervous system development","BP","GO:0048483","GO_AUTONOMIC_NERVOUS_SYSTEM_DEVELOPMENT"
"autophagosome","autophagosome","CC","GO:0005776","GO_AUTOPHAGOSOME"
"autophagosomemembrane","autophagosome membrane","CC","GO:0000421","GO_AUTOPHAGOSOME_MEMBRANE"
"autophagosomeorganization","autophagosome organization","BP","GO:1905037","GO_AUTOPHAGOSOME_ORGANIZATION"
"autophagy","autophagy","BP","GO:0006914","GO_AUTOPHAGY"
"axiselongation","axis elongation","BP","GO:0003401","GO_AXIS_ELONGATION"
"axisspecification","axis specification","BP","GO:0009798","GO_AXIS_SPECIFICATION"
"axodendritictransport","axo-dendritic transport","BP","GO:0008088","GO_AXO_DENDRITIC_TRANSPORT"
"axolemma","axolemma","CC","GO:0030673","GO_AXOLEMMA"
"axon","axon","CC","GO:0030424","GO_AXON"
"axonalfasciculation","axonal fasciculation","BP","GO:0007413","GO_AXONAL_FASCICULATION"
"axonalgrowthcone","axonal growth cone","CC","GO:0044295","GO_AXONAL_GROWTH_CONE"
"axoncytoplasm","axon cytoplasm","CC","GO:1904115","GO_AXON_CYTOPLASM"
"axonemaldyneincomplex","axonemal dynein complex","CC","GO:0005858","GO_AXONEMAL_DYNEIN_COMPLEX"
"axonemaldyneincomplexassembly","axonemal dynein complex assembly","BP","GO:0070286","GO_AXONEMAL_DYNEIN_COMPLEX_ASSEMBLY"
"axonemeassembly","axoneme assembly","BP","GO:0035082","GO_AXONEME_ASSEMBLY"
"axonemepart","axoneme part","CC","GO:0044447","GO_AXONEME_PART"
"axonensheathment","axon ensheathment","BP","GO:0008366","GO_AXON_ENSHEATHMENT"
"axonensheathmentincentralnervoussystem","axon ensheathment in central nervous system","BP","GO:0032291","GO_AXON_ENSHEATHMENT_IN_CENTRAL_NERVOUS_SYSTEM"
"axonextension","axon extension","BP","GO:0048675","GO_AXON_EXTENSION"
"axonextensioninvolvedinaxonguidance","axon extension involved in axon guidance","BP","GO:0048846","GO_AXON_EXTENSION_INVOLVED_IN_AXON_GUIDANCE"
"axoninitialsegment","axon initial segment","CC","GO:0043194","GO_AXON_INITIAL_SEGMENT"
"axonpart","axon part","CC","GO:0033267","GO_AXON_PART"
"axonregeneration","axon regeneration","BP","GO:0031103","GO_AXON_REGENERATION"
"azoletransport","azole transport","BP","GO:0045117","GO_AZOLE_TRANSPORT"
"baftypecomplex","BAF-type complex","CC","GO:0090544","GO_BAF_TYPE_COMPLEX"
"bandedcollagenfibril","banded collagen fibril","CC","GO:0098643","GO_BANDED_COLLAGEN_FIBRIL"
"barbedendactinfilamentcapping","barbed-end actin filament capping","BP","GO:0051016","GO_BARBED_END_ACTIN_FILAMENT_CAPPING"
"basallamina","basal lamina","CC","GO:0005605","GO_BASAL_LAMINA"
"basalpartofcell","basal part of cell","CC","GO:0045178","GO_BASAL_PART_OF_CELL"
"basalplasmamembrane","basal plasma membrane","CC","GO:0009925","GO_BASAL_PLASMA_MEMBRANE"
"basaltranscriptionmachinerybinding","basal transcription machinery binding","MF","GO:0001098","GO_BASAL_TRANSCRIPTION_MACHINERY_BINDING"
"baseexcisionrepair","base-excision repair","BP","GO:0006284","GO_BASE_EXCISION_REPAIR"
"basementmembrane","basement membrane","CC","GO:0005604","GO_BASEMENT_MEMBRANE"
"basementmembraneorganization","basement membrane organization","BP","GO:0071711","GO_BASEMENT_MEMBRANE_ORGANIZATION"
"basicaminoacidtransport","basic amino acid transport","BP","GO:0015802","GO_BASIC_AMINO_ACID_TRANSPORT"
"basolateralplasmamembrane","basolateral plasma membrane","CC","GO:0016323","GO_BASOLATERAL_PLASMA_MEMBRANE"
"bcellactivation","B cell activation","BP","GO:0042113","GO_B_CELL_ACTIVATION"
"bcellactivationinvolvedinimmuneresponse","B cell activation involved in immune response","BP","GO:0002312","GO_B_CELL_ACTIVATION_INVOLVED_IN_IMMUNE_RESPONSE"
"bcelldifferentiation","B cell differentiation","BP","GO:0030183","GO_B_CELL_DIFFERENTIATION"
"bcellhomeostasis","B cell homeostasis","BP","GO:0001782","GO_B_CELL_HOMEOSTASIS"
"bcellmediatedimmunity","B cell mediated immunity","BP","GO:0019724","GO_B_CELL_MEDIATED_IMMUNITY"
"bcellproliferation","B cell proliferation","BP","GO:0042100","GO_B_CELL_PROLIFERATION"
"bcellreceptorsignalingpathway","B cell receptor signaling pathway","BP","GO:0050853","GO_B_CELL_RECEPTOR_SIGNALING_PATHWAY"
"behavior","behavior","BP","GO:0007610","GO_BEHAVIOR"
"behavioralresponsetococaine","behavioral response to cocaine","BP","GO:0048148","GO_BEHAVIORAL_RESPONSE_TO_COCAINE"
"behavioralresponsetopain","behavioral response to pain","BP","GO:0048266","GO_BEHAVIORAL_RESPONSE_TO_PAIN"
"benzenecontainingcompoundmetabolicprocess","benzene-containing compound metabolic process","BP","GO:0042537","GO_BENZENE_CONTAINING_COMPOUND_METABOLIC_PROCESS"
"beta13galactosyltransferaseactivity","beta-1,3-galactosyltransferase activity","MF","GO:0048531","GO_BETA_1_3_GALACTOSYLTRANSFERASE_ACTIVITY"
"beta2microglobulinbinding","beta-2-microglobulin binding","MF","GO:0030881","GO_BETA_2_MICROGLOBULIN_BINDING"
"betaamyloidbinding","beta-amyloid binding","MF","GO:0001540","GO_BETA_AMYLOID_BINDING"
"betaamyloidmetabolicprocess","beta-amyloid metabolic process","BP","GO:0050435","GO_BETA_AMYLOID_METABOLIC_PROCESS"
"betacateninbinding","beta-catenin binding","MF","GO:0008013","GO_BETA_CATENIN_BINDING"
"betacatenindestructioncomplex","beta-catenin destruction complex","CC","GO:0030877","GO_BETA_CATENIN_DESTRUCTION_COMPLEX"
"betacatenindestructioncomplexdisassembly","beta-catenin destruction complex disassembly","BP","GO:1904886","GO_BETA_CATENIN_DESTRUCTION_COMPLEX_DISASSEMBLY"
"betacatenintcfcomplexassembly","beta-catenin-TCF complex assembly","BP","GO:1904837","GO_BETA_CATENIN_TCF_COMPLEX_ASSEMBLY"
"betatubulinbinding","beta-tubulin binding","MF","GO:0048487","GO_BETA_TUBULIN_BINDING"
"bhlhtranscriptionfactorbinding","bHLH transcription factor binding","MF","GO:0043425","GO_BHLH_TRANSCRIPTION_FACTOR_BINDING"
"bicarbonatetransmembranetransporteractivity","bicarbonate transmembrane transporter activity","MF","GO:0015106","GO_BICARBONATE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY"
"bicarbonatetransport","bicarbonate transport","BP","GO:0015701","GO_BICARBONATE_TRANSPORT"
"bicellulartightjunctionassembly","bicellular tight junction assembly","BP","GO:0070830","GO_BICELLULAR_TIGHT_JUNCTION_ASSEMBLY"
"bileacidandbilesalttransport","bile acid and bile salt transport","BP","GO:0015721","GO_BILE_ACID_AND_BILE_SALT_TRANSPORT"
"bileacidbiosyntheticprocess","bile acid biosynthetic process","BP","GO:0006699","GO_BILE_ACID_BIOSYNTHETIC_PROCESS"
"bileacidmetabolicprocess","bile acid metabolic process","BP","GO:0008206","GO_BILE_ACID_METABOLIC_PROCESS"
"bileacidtransmembranetransporteractivity","bile acid transmembrane transporter activity","MF","GO:0015125","GO_BILE_ACID_TRANSMEMBRANE_TRANSPORTER_ACTIVITY"
"bindingbridging","binding, bridging","MF","GO:0060090","GO_BINDING_BRIDGING"
"bindingofspermtozonapellucida","binding of sperm to zona pellucida","BP","GO:0007339","GO_BINDING_OF_SPERM_TO_ZONA_PELLUCIDA"
"bioactivelipidreceptoractivity","bioactive lipid receptor activity","MF","GO:0045125","GO_BIOACTIVE_LIPID_RECEPTOR_ACTIVITY"
"biologicaladhesion","biological adhesion","BP","GO:0022610","GO_BIOLOGICAL_ADHESION"
"biomineraltissuedevelopment","biomineral tissue development","BP","GO:0031214","GO_BIOMINERAL_TISSUE_DEVELOPMENT"
"biotinmetabolicprocess","biotin metabolic process","BP","GO:0006768","GO_BIOTIN_METABOLIC_PROCESS"
"bittertastereceptoractivity","bitter taste receptor activity","MF","GO:0033038","GO_BITTER_TASTE_RECEPTOR_ACTIVITY"
"blastocystdevelopment","blastocyst development","BP","GO:0001824","GO_BLASTOCYST_DEVELOPMENT"
"blastocystformation","blastocyst formation","BP","GO:0001825","GO_BLASTOCYST_FORMATION"
"blastocystgrowth","blastocyst growth","BP","GO:0001832","GO_BLASTOCYST_GROWTH"
"blastodermsegmentation","blastoderm segmentation","BP","GO:0007350","GO_BLASTODERM_SEGMENTATION"
"bloc1complex","BLOC-1 complex","CC","GO:0031083","GO_BLOC_1_COMPLEX"
"bloccomplex","BLOC complex","CC","GO:0031082","GO_BLOC_COMPLEX"
"bloodcoagulationfibrinclotformation","blood coagulation, fibrin clot formation","BP","GO:0072378","GO_BLOOD_COAGULATION_FIBRIN_CLOT_FORMATION"
"bloodcoagulationintrinsicpathway","blood coagulation, intrinsic pathway","BP","GO:0007597","GO_BLOOD_COAGULATION_INTRINSIC_PATHWAY"
"bloodmicroparticle","blood microparticle","CC","GO:0072562","GO_BLOOD_MICROPARTICLE"
"bloodvesselendothelialcellmigration","blood vessel endothelial cell migration","BP","GO:0043534","GO_BLOOD_VESSEL_ENDOTHELIAL_CELL_MIGRATION"
"bloodvesselmorphogenesis","blood vessel morphogenesis","BP","GO:0048514","GO_BLOOD_VESSEL_MORPHOGENESIS"
"bloodvesselremodeling","blood vessel remodeling","BP","GO:0001974","GO_BLOOD_VESSEL_REMODELING"
"bodyfluidsecretion","body fluid secretion","BP","GO:0007589","GO_BODY_FLUID_SECRETION"
"bodymorphogenesis","body morphogenesis","BP","GO:0010171","GO_BODY_MORPHOGENESIS"
"bonecelldevelopment","bone cell development","BP","GO:0098751","GO_BONE_CELL_DEVELOPMENT"
"bonedevelopment","bone development","BP","GO:0060348","GO_BONE_DEVELOPMENT"
"bonegrowth","bone growth","BP","GO:0098868","GO_BONE_GROWTH"
"bonematuration","bone maturation","BP","GO:0070977","GO_BONE_MATURATION"
"bonemineralization","bone mineralization","BP","GO:0030282","GO_BONE_MINERALIZATION"
"bonemorphogenesis","bone morphogenesis","BP","GO:0060349","GO_BONE_MORPHOGENESIS"
"boneremodeling","bone remodeling","BP","GO:0046849","GO_BONE_REMODELING"
"boneresorption","bone resorption","BP","GO:0045453","GO_BONE_RESORPTION"
"bonetrabeculamorphogenesis","bone trabecula morphogenesis","BP","GO:0061430","GO_BONE_TRABECULA_MORPHOGENESIS"
"brainmorphogenesis","brain morphogenesis","BP","GO:0048854","GO_BRAIN_MORPHOGENESIS"
"branchedchainaminoacidmetabolicprocess","branched-chain amino acid metabolic process","BP","GO:0009081","GO_BRANCHED_CHAIN_AMINO_ACID_METABOLIC_PROCESS"
"branchelongationofanepithelium","branch elongation of an epithelium","BP","GO:0060602","GO_BRANCH_ELONGATION_OF_AN_EPITHELIUM"
"branchinginvolvedinlabyrinthinelayermorphogenesis","branching involved in labyrinthine layer morphogenesis","BP","GO:0060670","GO_BRANCHING_INVOLVED_IN_LABYRINTHINE_LAYER_MORPHOGENESIS"
